id,current_passed,vnext_passed,outcome,current_top_title,vnext_top_title,current_top_section,vnext_top_section,current_confidence,vnext_confidence,current_evidence_approved,vnext_evidence_approved,vnext_fusion_strategy,vnext_candidate_count,vnext_selected_candidate_count,vnext_threshold_eligible_count,vnext_selector_rejected,current_failure_reasons,vnext_failure_reasons
recognized-manager-baseline,True,True,UNCHANGED,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,5.01,5.01,0.667,0.95,True,True,weighted_score,143,143,142,False,[],[]
recognized-manager-missing-letter,True,True,UNCHANGED,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,5.01,5.01,0.661,0.95,True,True,weighted_score,93,93,93,False,[],[]
recognized-manager-requirements-baseline,True,True,UNCHANGED,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,5.01,5.01,0.384,0.76,True,True,weighted_score,142,142,141,False,[],[]
recognized-manager-british-and-typo,True,True,UNCHANGED,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,5.01,5.01,0.373,0.707,True,True,weighted_score,149,149,148,False,[],[]
recognized-manager-joined-word,True,True,UNCHANGED,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,US-EN-Company-Policy.pdf - Sec 5.01: Recognized Manager:,5.01,5.01,0.701,0.95,True,True,weighted_score,88,88,88,False,[],[]
belgium-minimum-order-typo,True,True,UNCHANGED,International-Sponsoring-Directory.pdf - Forever Belgium,International-Sponsoring-Directory.pdf - Forever Belgium,sponsoring-053-belgium,sponsoring-053-belgium,0.95,0.95,True,True,weighted_score,131,131,82,False,[],[]
mexico-sponsoring-multiple-typos,False,True,IMPROVED,"US-EN-Company-Policy.pdf - Sec 15.01: (a) This policy affects all International Sponsoring after May 22, 2002.",International-Sponsoring-Directory.pdf - Forever Mexico,15.01,sponsoring-109-mexico,0.294,0.753,False,True,weighted_score,117,117,116,False,"[""top title 'US-EN-Company-Policy.pdf - Sec 15.01: (a) This policy affects all International Sponsoring after May 22, 2002.' does not contain 'Forever Mexico'"", ""confidence 0.294 is below 0.350"", ""evidence rejected: insufficient_approved_evidence""]",[]
preferred-customer-discount-release-gate,True,True,UNCHANGED,US-EN-Company-Policy.pdf - Sec 2-part-1-definition-23: Preferred Customer,US-EN-Company-Policy.pdf - Sec 2-part-1-definition-23: Preferred Customer,2-part-1-definition-23,2-part-1-definition-23,0.95,0.95,True,True,weighted_score,74,74,74,False,[],[]
monthly-bonus-payment-release-gate,True,True,UNCHANGED,US-EN-Company-Policy.pdf - Sec 4.04-d: Bonuses are paid on the fifteenth of the month following that in which,US-EN-Company-Policy.pdf - Sec 4.04-d: Bonuses are paid on the fifteenth of the month following that in which,4.04-d,4.04-d,0.339,0.32,True,True,weighted_score,122,122,116,False,[],[]
supervisor-case-credits-release-gate,True,True,UNCHANGED,US-EN-Company-Policy.pdf - Sec 4.01-b: Supervisor is achieved by generating a total of 10 Open Group Case Credits,US-EN-Company-Policy.pdf - Sec 4.01-b: Supervisor is achieved by generating a total of 10 Open Group Case Credits,4.01-b,4.01-b,0.299,0.502,True,True,weighted_score,121,121,121,False,[],[]
us-payment-methods-release-gate,True,True,UNCHANGED,US-EN-Company-Policy.pdf - Sec 13.01: (a) Preferred Customers and FBOs order directly from the Company at,US-EN-Company-Policy.pdf - Sec 13.01: (a) Preferred Customers and FBOs order directly from the Company at,13.01,13.01,0.201,0.436,True,True,weighted_score,114,114,107,False,[],[]
thailand-minimum-order-release-gate,True,True,UNCHANGED,International-Sponsoring-Directory.pdf - Forever Thailand,International-Sponsoring-Directory.pdf - Forever Thailand,sponsoring-044-thailand,sponsoring-044-thailand,0.95,0.95,True,True,weighted_score,133,133,131,False,[],[]
kyrgyzstan-foreign-fbo-bonus-release-gate,True,True,UNCHANGED,International-Sponsoring-Directory.pdf - Forever Kyrgyzstan,International-Sponsoring-Directory.pdf - Forever Kyrgyzstan,sponsoring-037-kyrgyzstan,sponsoring-037-kyrgyzstan,0.95,0.95,True,True,weighted_score,177,177,129,False,[],[]
unopened-product-return-window-release-gate,True,True,UNCHANGED,"US-EN-Company-Policy.pdf - Sec 21.05: (a) FLP shall buy back any unsold, salable FLP product, except literature, that has","US-EN-Company-Policy.pdf - Sec 21.05: (a) FLP shall buy back any unsold, salable FLP product, except literature, that has",21.05,21.05,0.179,0.524,True,True,weighted_score,113,113,105,False,[],[]
uruguay-phone-release-gate,True,True,UNCHANGED,International-Sponsoring-Directory.pdf - Forever Uruguay,International-Sponsoring-Directory.pdf - Forever Uruguay,sponsoring-113-uruguay,sponsoring-113-uruguay,0.95,0.95,True,True,weighted_score,160,160,152,False,[],[]
